text,label
i accidentally made a payment to a wrong account. what should i do?,cancel_transfer
"i no longer want to transfer funds, can we cancel that transaction?",cancel_transfer
"cancel my transfer, please.",cancel_transfer
i want to revert this mornings transaction.,cancel_transfer
i just realised i made the wrong payment yesterday. can you please change it to the right account? it's my rent payment and really really needs to be in the right account by tomorrow,cancel_transfer
i want to cancel a transaction from this morning.,cancel_transfer
i need to stop a transaction that i made.,cancel_transfer
can i stop a transaction?,cancel_transfer
how can i cancel a transfer i made,cancel_transfer
i'm really upset because i made a typo during a transfer and now i've sent money to the wrong account.  i can't fix this with the app.  please help me immediately!,cancel_transfer
cancel a transaction,cancel_transfer
help me cancel a transaction.,cancel_transfer
how can i cancel my transfer?,cancel_transfer
"hey i need help urgently. i just realised i sent my payment to the wrong account number, there is a typo! please cancel it immediately, i can't do it anymore from the app",cancel_transfer
i need help as fast as possible! i made a mistake on my most recent transfer; can you please stop it before it goes through?,cancel_transfer
"i have arranged a transfer, but no longer need to send it. how do i stop the transfer?",cancel_transfer
"i needed to make a payment on my account, but i typed in the incorrect number.  the app won't allow me to cancel this transaction.  i need it cancelled asap!!",cancel_transfer
i need to change a transfer.,cancel_transfer
i need to cancel my recent transfer quickly since i made a mistake. please help before it goes through.,cancel_transfer
i made a terrible mistake when typing in my account number.  i accidently sent money to the wrong account.  i noticed the app won't allow me to void the transaction.  can someone help me with this immediately?,cancel_transfer
my transaction from earlier needs to be reversed.,cancel_transfer
how can i revert a transaction from this morning?,cancel_transfer
i just realized i made the wrong transaction  yesterday. would  you please make it correct?i need it by tomorrow.,cancel_transfer
"i made a transaction, but i made it to an account i didn't mean to make it to.",cancel_transfer
i made a mistake this morning when i did a transfer. how do i reverse it?,cancel_transfer
i wish to cancel a transfer,cancel_transfer
i made a mistake and need to cancel a transfer.,cancel_transfer
"my transfer was wrong, are you able to stop it before it goes through please?",cancel_transfer
please help me!  a payment i made had an error on the account number and i can't cancel on my side.  can you cancel it?,cancel_transfer
is there any way to cancel my transfer,cancel_transfer
what do i need to do to cancel a transaction?,cancel_transfer
i wanna revert a transaction i did this morning.,cancel_transfer
is it possible to cancel a transaction?,cancel_transfer
"i made a mistake of transferring, can i cancel my previous transfer?",cancel_transfer
please help!  the app won't let me cancel a money transfer.  i accidently sent money to an account that wasn't mine.  i need this cancelled immediately.,cancel_transfer
i have a transaction and would like to know if i it's cancelable?,cancel_transfer
i am trying to revert a transcation i did this morning,cancel_transfer
my transaction is on the wrong account.,cancel_transfer
is there a way to revert a transaction?,cancel_transfer
"please cancel my most recent transfer, it was a mistake. this is an emergency. it needs to be canceled before it goes through.",cancel_transfer
"i made a mistake when sending a payment, sending it to the wrong account number (with a typo) - can you please cancel the transaction?",cancel_transfer
i sent a payment to the wrong account number - can that transaction be reversed? i am worried about accidentally giving my money away.,cancel_transfer
if i make a mistake can i cancel the transaction?,cancel_transfer
i did a transaction this morning and now i want to cancel it.,cancel_transfer
the wrong account was used during a transaction.,cancel_transfer
i want to cancel a transfer i just made.,cancel_transfer
there was a transaction this morning that i'd like to reverse.,cancel_transfer
"i already made a transfer and want to cancel it, how do i do that?",cancel_transfer
i need urgent help. i realize i sent my payment to the wrong account number. i made a typo. please cancel the transfer immediately. i cannot do anything from the app.,cancel_transfer
cancelling a transaction,cancel_transfer
it is extremely important that i cancel the transfer i made yesterday and put the money into a different account.  is this possible?,cancel_transfer
is it possible for a transaction to be cancelled?,cancel_transfer
i need to cancel a transaction immediately.,cancel_transfer
i want to take back my transaction,cancel_transfer
"please help me, there is a transaction in the incorrect account.",cancel_transfer
"who do i talk to, to cancel a transfer?",cancel_transfer
please cancel the transfer i just made.  i put in the wrong account number and can't seem to stop it on the app.,cancel_transfer
can i cancel a transaction?,cancel_transfer
how can i cancel this transaction?,cancel_transfer
"i don't think the transaction has gone through, so can i cancel a transfer?",cancel_transfer
please cancel the transaction,cancel_transfer
where do i go to cancel a transaction?,cancel_transfer
"i made a mistake and did a transaction to a wrong account, can i cancel?",cancel_transfer
a payment i made is for a wrong amount can you help me correct the mistake.,cancel_transfer
i recently made a transfer that i would like to cancel,cancel_transfer
how can i cancel a transaction to a wrong account?,cancel_transfer
i need to cancel a transfer i made.,cancel_transfer
"i paid my rent into the wrong account, could you please pay it into the right account, it needs to be done by tomorrow.",cancel_transfer
how do i cancel a recent transfer?,cancel_transfer
"i didn't want to make a transaction, i want to revert it",cancel_transfer
i need urgent help. i realize i sent my payment to the wrong account number. i made a typo. please cancel the transfer now. there isn't an option from the app.,cancel_transfer
i've made a horrible mistake!  i transferred money to the wrong account by accident!  i entered one of the digits wrong.  i need this cancelled immediately please.,cancel_transfer
a transfer has been made in my account that i need to cancel.  this was a mistake on my part and i hope we can get this resolved quickly.,cancel_transfer
i made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. how can you help?,cancel_transfer
please cancel my last transaction.,cancel_transfer
how do i cancel a transaction?,cancel_transfer
i need immediate assistance in canceling a transfer which was a mistake. please help me quickly so this does not go through.,cancel_transfer
i need to cancel my recent transfer. i made a mistake. please help quickly before the transfer goes through.,cancel_transfer
"could you refund my transaction, i paid it into the wrong account. i need to be able to pay it into the right account by tomorrow.",cancel_transfer
i recently made a transfer but i need to cancel it as soon as possible.  please let me know when this happens.,cancel_transfer
"i made a mistake when making my last transfer, please cancel before it goes thru.",cancel_transfer
cancel transaction,cancel_transfer
i made a transaction this morning but i need to revert it now.,cancel_transfer
one of my transactions needs to be canceled.,cancel_transfer
"hi, i made a transfer yesterday that i need to reverse.  i need to put the money in a different account.",cancel_transfer
i would like to cancel a transfer,cancel_transfer
help please!  my rent payment is coming out tomorrow and i made a payment mistake yesterday! can you put in in the correct account?,cancel_transfer
i need to cancel my recent transfer as soon as possible. i made an error there. please help before it goes through.,cancel_transfer
i need a transfer cancelled.,cancel_transfer
"i've just made a money transfer to the wrong account, i need to stop the money from being moved as it may be going to someone i don't know.  please can you help?",cancel_transfer
how fast can you fix an error in payment?  i made a payment in the wrong account yesterday and it needs to be adjusted by tomorrow for my rent.,cancel_transfer
i want to reverse a transaction i did this morning,cancel_transfer
"i need you to stop the transfer i just started as soon as possible, i just realized it's not correct!",cancel_transfer
is it possible to cancel my transfer?,cancel_transfer
i want to cancel the transaction i made earlier,cancel_transfer
what do i have to do to cancel a transfer?,cancel_transfer
is there a way to undo a transaction?,cancel_transfer
i made a transfer into my account and now i need to cancel it,cancel_transfer
i messed up a transfer and need to reverse it.,cancel_transfer
am i able to stop a transfer?,cancel_transfer
"i made a mistake on the last transfer i made, who must i speak with to cancel?",cancel_transfer
i inadvertently completed a transaction on a wrong account.,cancel_transfer
"hi, i sent a payment to the wrong account number - can you cancel it as soon as possible?",cancel_transfer
is it possible to cancel transactions?,cancel_transfer
i used the wrong account.,cancel_transfer
why am i being a charged for using my card?,card_payment_fee_charged
i had to pay money for paying with my card.,card_payment_fee_charged
why am i getting a fee on a card payment?,card_payment_fee_charged
who charged me a fee for paying by card?,card_payment_fee_charged
why is there a fee for a payment on my card?,card_payment_fee_charged
"i'm going on holiday to france for 6 weeks with my family and the cat, fluffy.  i just purchased â‚¬10,000 from a currency exchange to ensure we don't run short but there appears to be a fee.  what is this for?",card_payment_fee_charged
please tell me why i would have to pay a fee for a recent payment. thanks.,card_payment_fee_charged
i paid with card and was charged a fee that shouldn't be there!,card_payment_fee_charged
why did i get charged more for using my card?,card_payment_fee_charged
"i see i was charged extra when i used the card.  i am not sure why, please tell me why.",card_payment_fee_charged
how did the extra charge on my card come in effect?,card_payment_fee_charged
i just saw a fee on my account. when do these get charged?,card_payment_fee_charged
is it normal to be charged an extra fee when paying with my card?,card_payment_fee_charged
i paid with my card so so why was i charged a transaction fee?,card_payment_fee_charged
how do i avoid charges in the future,card_payment_fee_charged
after i used my card i saw i was charged a fee for using it,card_payment_fee_charged
i paid with a card and there is an extra charge. why?,card_payment_fee_charged
why is there a fee for using my card?,card_payment_fee_charged
i think a fee was applied for paying with a card.,card_payment_fee_charged
what was the extra charge for using my card?,card_payment_fee_charged
why am i charged a fee for using my card on some purchases?,card_payment_fee_charged
is there a place to check for fee for payments? i feel like i'm getting charged too much at times.,card_payment_fee_charged
i have a fee showing from last time i used my card.,card_payment_fee_charged
tell me why there is a fee for a card payment.,card_payment_fee_charged
i was charged a hidden fee when i paid with card.,card_payment_fee_charged
why does it cost more to pay with my card?,card_payment_fee_charged
why am i being charged a fee on a card payment?,card_payment_fee_charged
i bought something with my card and i was charged a fee,card_payment_fee_charged
i was unaware of the additional charge that was added onto my previous payment. a notification of extra charges would be appreciated in the future.,card_payment_fee_charged
i made a purchase but never expected to see a fee charged for the transaction.,card_payment_fee_charged
"i am tired of getting charged fees, and i have no idea why, please let me know what/when you charge fees for.",card_payment_fee_charged
what is the extra fee that was added when i used the card?,card_payment_fee_charged
why do i have to pay extra for using my card?,card_payment_fee_charged
i paid with card and i was charged a fee,card_payment_fee_charged
i wanted to know why i got an additional fee when i use my card.,card_payment_fee_charged
how come i was charged an extra fee when paying with the card?,card_payment_fee_charged
let me know when you charge for payments. i just checked the app and saw a fee that i wasn't warned about.,card_payment_fee_charged
why have i been charged a small fee to use my card?,card_payment_fee_charged
why am i being charged a fee for using my card? if there is some print out of places that charge me can you please send me that?,card_payment_fee_charged
why have i been charged a fee for card payment?,card_payment_fee_charged
"unbeknownst to me, there was an additional charge on my prior transaction. a notification of sorts should be required and explained before future payments are made.",card_payment_fee_charged
there was a fee charged when i paid with my card.,card_payment_fee_charged
how was i charged extra when i used my card to pay?,card_payment_fee_charged
why was i charged an extra fee when paying with card?,card_payment_fee_charged
why did i have to pay extra because i paid with my card?,card_payment_fee_charged
where can i check to see if there will be a fee added to my payment? are there specific instances that will result in a fee added?,card_payment_fee_charged
i was charged an extra fee for a card payment. i was unaware of these fees beforehand.,card_payment_fee_charged
why was an extra charge added when i used my card?,card_payment_fee_charged
i was charged an additional amount of money for making a purchase with my card,card_payment_fee_charged
i don't think i should have been charged a fee to use my card.,card_payment_fee_charged
why is this fee being charged to me after using my card?,card_payment_fee_charged
i was charged and shouldn't have been charged when using my card!,card_payment_fee_charged
why was there a fee for paying by card?,card_payment_fee_charged
i paid with my card and i was charged a fee,card_payment_fee_charged
why is there a fee when i thought there would be no fees?,card_payment_fee_charged
why was i charged an additional fee when paying with card?,card_payment_fee_charged
i didn't know i was going to get charged to use my card.,card_payment_fee_charged
what are the reasons to be charged a fee on card payments?,card_payment_fee_charged
is there a  way to  get around fees,card_payment_fee_charged
i paid with my card and ended up being charged a fee.,card_payment_fee_charged
i have been charged an extra fee when buying from your store. why is this?,card_payment_fee_charged
can you explain why i am now getting charged a fee for using my card?,card_payment_fee_charged
i just made an order and noticed an extra fee. why have you charged me this without informing me?,card_payment_fee_charged
what is the fee charged for using my card?,card_payment_fee_charged
my card was charged more than expected.,card_payment_fee_charged
i think i was wrongly charged in a recent transaction when i used my card.,card_payment_fee_charged
what is this fee for card payment?,card_payment_fee_charged
why was there an extra charge because i used my card to pay?,card_payment_fee_charged
why is there a fee associated with card use?,card_payment_fee_charged
why do some of my payments have fees?  i don't understand.,card_payment_fee_charged
i need to be made aware when i am being charged an extra amount for payments please. i looked over the app earlier and noticed an additional feel related to one of the payments. i was not warned about this before.,card_payment_fee_charged
why is there a fee on a card payment?,card_payment_fee_charged
i received an extra charge for using the card. why?,card_payment_fee_charged
i don't understand why i was charged an additional fee for this service. can you clarify?,card_payment_fee_charged
why was i charged extra using my card?,card_payment_fee_charged
i got charged for with a fee for paying with my card.,card_payment_fee_charged
i noticed that i got charged extra for using the card.,card_payment_fee_charged
explain the extra fee on my card when paying.,card_payment_fee_charged
why am i getting charged more for using my card?,card_payment_fee_charged
i was charged a fee when buying stuff with my card.,card_payment_fee_charged
what is this extra fee?,card_payment_fee_charged
let me know when i get charged extra for payments. i saw on the app a fee i wasn't forewarned about.,card_payment_fee_charged
can you explain why i was charged extra when i used the card?,card_payment_fee_charged
there was a charge applied when i used my card.,card_payment_fee_charged
why and i being charged this fee?,card_payment_fee_charged
"is there a fee for making a payment? if so, let me know why.",card_payment_fee_charged
i don't understand why i'm being charged for using my card.,card_payment_fee_charged
i got charged a service fee on my account. can it be waived since i didn't know about it before?,card_payment_fee_charged
hello! i randomly got charged an extra fee today as i was shopping online and i have no idea why! are there extra fees for card payments? or am i missing something here?,card_payment_fee_charged
i payed with the card and there was an extra fee?,card_payment_fee_charged
what is this extra fee that i got when i used my card to pay?,card_payment_fee_charged
i recently bought an item using my card and i was charged an extra fee why is this?,card_payment_fee_charged
how can i check how much free spending i have left? i have some big purchases coming up and want to know where i can look for any info.,card_payment_fee_charged
why was the price higher when i paid with my card?,card_payment_fee_charged
let me know when applying extra charges for payments. i just checked the app and saw a fee that i wasn't warned about.,card_payment_fee_charged
when do i get charged a fee for using the card?,card_payment_fee_charged
why was i charged a fee for my card payment?,card_payment_fee_charged
i was charged for using my card?,card_payment_fee_charged
how do i know which payments i make will have additional fees? where can i find this information online?,card_payment_fee_charged
what are these fees i am paying?,card_payment_fee_charged
i got a fee when paying with my card,card_payment_fee_charged
"where can i find out the fee structure for my account? i have been charged fees for some transactions, but not for other ones. i can't find a pattern in these fees.",card_payment_fee_charged
why have i been charged a fee for using my card?,card_payment_fee_charged
an extra fee has been added to my card payment is this correct?,card_payment_fee_charged
i had to pay a fee when buying items with my card.,card_payment_fee_charged
my account was charged a fee. when did you start charging extra for card payments?,card_payment_fee_charged
i noticed an extra fee when i paid with my card.,card_payment_fee_charged
there was an extra fee when i paid with the card.,card_payment_fee_charged
can you explain why my payment was charged a fee?,card_payment_fee_charged
is it normal to get charged extra when i use my card?,card_payment_fee_charged
please tell me why i was charged additionally when i used the card.,card_payment_fee_charged
i was made to pay a fee for making a transaction with card.,card_payment_fee_charged
you advertise no fee when paying with a card then my statement shows a fee.,card_payment_fee_charged
i made a purchase with my card and i was charged a fee for using it,card_payment_fee_charged
why was i charged extra when paying with card?,card_payment_fee_charged
i paid with my card and was charged extra,card_payment_fee_charged
what is the charge for paying with my card?,card_payment_fee_charged
do you have charges now when you pay with a card?,card_payment_fee_charged
"why, when paying with the card, was i charged an extra fee?",card_payment_fee_charged
what is the extra fee that showed up on my card?,card_payment_fee_charged
"there was an extra fee when i paid with my card, why was i charged this extra fee?",card_payment_fee_charged
what are the fees imposed when i make a transaction?,card_payment_fee_charged
i want to see what this fee is on my card payment.,card_payment_fee_charged
"i paid with my card and got charged an extra fee, what's up with that?",card_payment_fee_charged
why was a fee added to my bill when i used my card?,card_payment_fee_charged
i noticed a new fee on my account. i didn't know there were fees for these payments. what is the policy?,card_payment_fee_charged
i have never been charged a card payment fee before. why did this change?,card_payment_fee_charged
i was spending cash with my card and got a fee.,card_payment_fee_charged
let me know when you charge extra for payments please. i just checked the app earlier when i saw that there was an additional fee on one of the payments that i wasn't warned about before.,card_payment_fee_charged
why was my transaction charged an extra fee when paying with my card?,card_payment_fee_charged
why is there a charged fee for debit or credit card payment?,card_payment_fee_charged
"how do i see what fees i am supposed to be charged on my account? i've noticed fees on some transactions, but not on others. this is very confusing and i cannot find a pattern to what i am being charged?",card_payment_fee_charged
why did i get charged extra?,card_payment_fee_charged
why are there fees for using a card?,card_payment_fee_charged
what types of cards and money do you accept?,supported_cards_and_currencies
i have one other credit card from the us. do you take that?,supported_cards_and_currencies
what are the cards and currencies that you support?,supported_cards_and_currencies
"for adding money, which currencies do you accept?",supported_cards_and_currencies
are there certain cards and currencies you support?,supported_cards_and_currencies
can i top up from a usa credit card,supported_cards_and_currencies
i only have one other credit card from the us. do you accept that?,supported_cards_and_currencies
i just have one additional card from the usa. do you support that?,supported_cards_and_currencies
i wish to use my american express to put funds into my account.,supported_cards_and_currencies
can i use any card and currency?,supported_cards_and_currencies
which credit card top-ups do you accept?,supported_cards_and_currencies
which cards do you support for top up?,supported_cards_and_currencies
i only have a card from the us is that okay?,supported_cards_and_currencies
what currencies do you accept to add money?,supported_cards_and_currencies
what payment methods are used to top up?,supported_cards_and_currencies
is my credit card supported for top-ups?,supported_cards_and_currencies
"i want to add money to my card, what payments do you accept?",supported_cards_and_currencies
what currencies and cards do you support?,supported_cards_and_currencies
i'd prefer to use my american express when putting funds into my account.,supported_cards_and_currencies
what currencies can be used for top up?,supported_cards_and_currencies
with what currencies can i add money?,supported_cards_and_currencies
which currencies do you accept for adding money?,supported_cards_and_currencies
why doesn't it work when i use american express to try to add money to my account?,supported_cards_and_currencies
"i have a us credit card, will you accept it?",supported_cards_and_currencies
can i use a credit card from the us to top up?,supported_cards_and_currencies
what cards and currencies can i use?,supported_cards_and_currencies
please let me know what currency i can use to top up my account?,supported_cards_and_currencies
what currencies do you accept for adding money to my account?,supported_cards_and_currencies
how can i add money from my amex card,supported_cards_and_currencies
i'd like to use my american express to place money into my account.,supported_cards_and_currencies
what currencies and methods can i use to top up my account?,supported_cards_and_currencies
what us credit cards do you accept?,supported_cards_and_currencies
i want to use a payment card to top up my account. how can i do this?,supported_cards_and_currencies
do you accept all cards and currencies?,supported_cards_and_currencies
what cards can i use to add money to my account,supported_cards_and_currencies
how can i use my american express to add money into my account?,supported_cards_and_currencies
do you accept credit cards from the us,supported_cards_and_currencies
"will you accept my credit card, it my only one.",supported_cards_and_currencies
"i want to top up by using a credit card, which ones do you support?",supported_cards_and_currencies
can i top off with a debit card?,supported_cards_and_currencies
can you accept my other card from the u.s.?  it is the only other one i have.,supported_cards_and_currencies
will you accept my credit card?,supported_cards_and_currencies
how can i get funds into my account from my american express?,supported_cards_and_currencies
what us cards do you accept?  i only have 1 other.,supported_cards_and_currencies
can you tell me which cards and currencies are supported?,supported_cards_and_currencies
which cards and currencies are supported?,supported_cards_and_currencies
is american express accepted?,supported_cards_and_currencies
"if i want to topup by card, how do i do it?",supported_cards_and_currencies
what are the currencies that are accepted to add money?,supported_cards_and_currencies
what are my payment options?,supported_cards_and_currencies
i need to know if you will accept my credit card.,supported_cards_and_currencies
